year,ranking,gross_Mil,name,avg_tick_price,avg_tick,total_tick,avg_gross,cities,shows,agency
2016,16,$55.30 ,Trans-Siberian Orchestra,58.98,"15,376","937,921","906,934",61,104,WME
2016,17,$52.80 ,Cirque du Soleil - “Kurios”,86.3,"15,302","612,080","1,320,518",40,348,Cirque du Soleil
2016,18,$52.80 ,Kanye West,86.65,"19,042","609,347","1,650,000",32,41,Creative Artists Agency
2016,19,$46.20 ,Dixie Chicks,66.76,"12,804","691,391","854,763",54,55,Creative Artists Agency
2016,20,$46.10 ,Barbra Streisand,260.2,"13,618","177,034","3,543,438",13,14,Creative Artists Agency
2016,21,$41.00 ,Black Sabbath,71.38,"14,728","574,390","1,051,282",39,40,Creative Artists Agency
2016,22,$40.30 ,Rihanna,88.58,"12,638","454,955","1,119,444",36,41,WME
2016,23,$37.40 ,Jason Aldean,49.54,"13,471","754,398","667,379",56,59,WME
2016,24,$37.00 ,Phish,54.31,"30,991","681,793","1,683,019",22,42,Paradigm Talent Agency
2016,25,$36.50 ,Florida Georgia Line,44.72,"13,595","815,719","608,026",60,60,WME
2016,26,$35.00 ,Elton John,121.22,"11,549","288,731","1,400,000",25,51,The Howard Rose Agency
2016,27,$35.00 ,Journey / Doobie Brothers,61.05,"11,699","573,256","714,221",49,49,Creative Artists Agency
2016,28,$34.90 ,Dave Matthews Band,49.14,"16,910","710,215","830,952",42,48,Paradigm Talent Agency
2016,29,$34.70 ,Jennifer Lopez,206.69,"4,195","167,810","867,136",40,40,Creative Artists Agency
2016,30,$34.10 ,Zac Brown Band,52.75,"17,471","646,445","921,622",37,40,Creative Artists Agency
2016,31,$33.10 ,Maroon 5,82.61,"17,421","400,677","1,439,130",23,25,WME
2016,32,$31.60 ,Keith Urban,51.03,"11,063","619,554","564,569",56,58,Creative Artists Agency
2016,33,$31.50 ,Def Leppard,52.34,"10,562","602,035","552,790",57,57,Artist Group International
2016,34,$31.00 ,Dolly Parton,80.07,"6,347","387,161","508,197",61,62,APA
2016,35,$29.70 ,James Taylor,81.01,"7,189","366,621","582,353",51,54,Creative Artists Agency
2016,36,$29.50 ,Cirque du Soleil - “Lúzia”,71.48,"1,833","412,380","131,015",1,225,Cirque du Soleil
2016,37,$29.40 ,Dead & Company,69.85,"22,126","420,396","1,545,481",19,23,CAA / Paradigm Talent Agency
2016,38,$29.00 ,AC/DC,114.84,"12,626","252,525","1,450,000",20,20,Creative Artists Agency
2016,39,$28.90 ,Blink-182,39.42,"13,082","732,577","515,683",56,58,Creative Artists Agency
2016,40,$28.80 ,Britney Spears,144.97,"3,608","198,415","522,991",1,55,Creative Artists Agency
2016,41,$28.50 ,Marc Anthony,126.63,"11,253","225,065","1,425,000",20,26,Cardenas Marketing Network / Marc Anthony Prod.
2016,42,$28.40 ,The Who,93.5,"10,125","303,743","946,667",30,30,International Talent Booking
2016,43,$28.10 ,Jimmy Buffett,67.4,"13,449","416,913","906,452",31,31,The Howard Rose Agency
2016,44,$28.00 ,Sting / Peter Gabriel,119.77,"12,988","233,781","1,555,556",18,19,Creative Artists Agency / WME
2016,45,$27.90 ,Pearl Jam,66.71,"27,877","418,152","1,859,782",15,20,WME
2016,46,$25.90 ,Jeff Dunham,49.38,"5,764","524,503","284,615",91,92,United Talent Agency
2016,47,$25.30 ,Stevie Nicks,98.08,"9,218","258,106","904,083",28,28,Creative Artists Agency
2016,48,$25.10 ,Selena Gomez,65.51,"8,514","383,147","557,778",45,45,WME
2016,49,$25.00 ,Andrea Bocelli,177.91,"9,368","140,520","1,666,667",15,16,Klassics Music Management Limited
2016,50,$23.10 ,Cirque du Soleil - “Ovo”,61.37,"12,969","376,088","795,881",29,191,Cirque du Soleil
2016,51,$21.40 ,Brad Paisley,38.32,"9,797","558,455","375,439",57,57,WME
2016,52,$21.30 ,Jerry Seinfeld,94.5,"3,522","225,396","332,813",64,86,ICM Partners
2016,53,$21.20 ,Amy Schumer,59.93,"6,551","353,746","392,593",54,55,APA
2016,54,$21.00 ,“I Love The 90’s” / Salt-N-Pepa / Vanilla Ice,47.13,"4,547","445,576","214,286",98,98,UAA / Universal Attractions Agency
2016,55,$20.10 ,The Rolling Stones,153.84,"65,850","131,700","10,130,173",2,3,AEG Live
2016,56,$19.80 ,The Cure,54.32,"14,583","364,583","792,185",25,33,Creative Artists Agency
2016,57,$19.80 ,Madonna,127.58,"17,220","154,982","2,196,966",9,12,Live Nation Global Touring
2016,58,$19.50 ,Mumford & Sons,48.73,"15,365","399,480","748,674",26,29,The Billions Corporation
2016,59,$19.10 ,Twenty One Pilots,35.28,"10,433","542,493","368,081",52,58,Creative Artists Agency
2016,60,$19.10 ,“Riverdance”,58.95,"7,729","324,612","455,650",42,199,WME
2016,61,$19.10 ,Pitbull,67.41,"7,871","283,340","530,556",36,41,Creative Artists Agency
2016,62,$18.50 ,The Tragically Hip,81.23,"22,783","227,834","1,850,692",10,15,The Feldman Agency / United Talent Agency
2016,63,$18.30 ,5 Seconds Of Summer,52.33,"7,934","349,087","415,183",44,46,Creative Artists Agency
2016,64,$18.10 ,Sia,78.98,"10,398","228,766","821,290",22,23,Paradigm Talent Agency
2016,65,$18.00 ,Blake Shelton,60.71,"13,462","296,158","817,202",22,26,WME
2016,66,$17.80 ,George Strait,166.9,"35,624","106,873","5,945,791",3,6,The Erv Woolsey Agency
2016,67,$17.70 ,Paul Simon,92.78,"6,578","190,773","610,345",29,36,Creative Artists Agency
2016,68,$17.50 ,“Bad Boy Family Reunion Tour” / “Puff Daddy”,83.91,"10,974","208,508","920,869",19,19,Creative Artists Agency
2016,69,$17.40 ,“Honda Civic Tour” / Demi Lovato / Nick Jonas,57.79,"7,002","301,090","404,651",43,43,Creative Artists Agency
2016,70,$16.80 ,Bob Dylan,81,"3,907","207,065","316,462",53,57,Creative Artists Agency
2016,71,$16.60 ,Weezer / Panic! At The Disco,33.03,"12,539","501,558","414,153",40,40,WME / Creative Artists Agency
2016,72,$16.50 ,“The Illusionists”,59.63,"8,668","277,376","516,860",32,164,WME / The Road Company
2016,73,$16.40 ,Dierks Bentley,33.59,"9,573","488,240","321,569",51,51,WME
2016,74,$16.20 ,Duran Duran,67.56,"5,995","239,786","405,000",40,44,WME
2016,75,$16.10 ,Katt Williams,76.5,"6,190","210,457","473,529",34,37,ICM Partners
2016,76,$15.90 ,Mariah Carey,107.18,"16,483","148,348","1,766,667",9,41,United Talent Agency
2016,77,$15.80 ,David Gilmour,112.94,"20,018","140,128","2,260,817",7,11,APA
2016,78,$15.70 ,Steely Dan,68.68,"6,350","228,596","436,111",36,44,Creative Artists Agency
2016,79,$15.40 ,KISS,66.02,"5,832","233,262","385,000",40,40,Creative Artists Agency
2016,80,$15.30 ,Iron Maiden,68.46,"14,928","223,919","1,021,998",15,17,Creative Artists Agency
2016,81,$15.30 ,Pentatonix,54.83,"6,489","279,048","355,848",43,43,Creative Artists Agency
2016,82,$14.70 ,"Earth, Wind & Fire / Chicago",64.87,"6,844","225,866","444,021",33,34,Creative Artists Agency
2016,83,$14.50 ,Tool,73.46,"10,966","197,386","805,556",18,20,WME
2016,84,$14.20 ,Gloria Trevi,44,"5,662","322,727","249,123",57,59,The Sixth House / AC Shows
2016,85,$14.00 ,Five Finger Death Punch / Shinedown,55.64,"6,627","251,811","368,696",38,38,WME
2016,86,$14.00 ,“Vans Warped Tour”,34.61,"9,866","404,507","341,463",41,41,Creative Artists Agency
2016,87,$14.00 ,Brantley Gilbert,34.79,"6,938","402,414","241,379",58,60,Creative Artists Agency
2016,88,$13.60 ,Maná,98.1,"6,302","138,634","618,182",22,28,Angelo Medina Group
2016,89,$13.30 ,Chris Stapleton,44.13,"6,432","302,299","283,839",47,52,WME
2016,90,$13.10 ,Maxwell / Mary J. Blige,87.27,"6,255","150,108","545,833",24,24,Paradigm Talent Agency / ICM Partners
2016,91,$12.70 ,The Avett Brothers,49.71,"4,645","255,481","230,909",55,63,New Frontier Touring
2016,92,$12.60 ,Widespread Panic,50.69,"4,873","248,543","247,034",51,74,Progressive Global Agency
2016,93,$12.20 ,Bonnie Raitt,66.77,"2,947","182,716","196,774",62,64,Creative Artists Agency
2016,94,$12.10 ,Julion Alvarez,78.01,"5,745","155,108","448,148",27,29,Live Nation
2016,95,$12.00 ,Metallica,103.99,"14,424","115,395","1,500,000",8,8,Artist Group International
2016,96,$12.00 ,The Beach Boys,60.38,"1,699","198,741","102,564",117,125,ICM Partners
2016,97,$11.90 ,ZZ Top,58.84,"2,848","202,210","167,573",71,71,Creative Artists Agency
2016,98,$11.90 ,Willie Nelson,67.94,"2,502","175,154","170,000",70,85,Creative Artists Agency
2016,99,$11.80 ,Ricky Martin,65.59,"9,995","179,905","655,556",18,22,Creative Artists Agency
2016,100,$11.50 ,Heart / Joan Jett / Cheap Trick,33.26,"11,119","344,675","369,758",31,31,Creative Artists Agency
2016,101,$11.40 ,Daryl Hall & John Oates,48.61,"8,685",,"422,149",,,
2016,102,$11.40 ,Gabriel Iglesias,52.92,"2,911",,"154,054",,,
2016,103,$11.40 ,Rod Stewart,149.84,"10,869",,"1,628,571",,,
2016,104,$11.30 ,Martin Lawrence,70.97,"4,964",,"352,329",,,
2016,105,$11.10 ,Slipknot,35.48,"7,631",,"270,732",,,
2016,106,$11.00 ,Josh Groban,67.82,"5,793",,"392,857",,,
2016,107,$10.90 ,Yanni,64.85,"2,812",,"182,387",,,
2016,108,$10.80 ,Theresa Caputo,63.13,"3,071",,"193,887",,,
2016,109,$10.80 ,Goo Goo Dolls,40.82,"3,436",,"140,260",,,
2016,110,$10.70 ,Snoop Dogg / Wiz Khalifa,24.94,"13,344",,"332,816",,,
2016,111,$10.50 ,The Lumineers,35.1,"8,307",,"291,543",,,
2016,112,$10.20 ,Ellie Goulding,43.9,"6,114",,"268,421",,,
2016,113,$10.10 ,Fall Out Boy,48.03,"9,544",,"458,452",,,
2016,114,$10.10 ,Muse,56.62,"14,865",,"841,667",,,
2016,115,$10.10 ,Jackson Browne,66.51,"2,301",,"153,030",,,
2016,116,$10.00 ,Chris Young,41.12,"3,685",,"151,515",,,
2016,117,$9.90 ,Barry Manilow,65.75,"3,861",,"253,846",,,
2016,118,$9.80 ,The 1975,37.54,"4,446",,"166,868",,,
2016,119,$9.60 ,R. Kelly,79.87,"4,624",,"369,281",,,
2016,120,$9.60 ,Van Morrison,130.11,"7,372",,"959,145",,,
2016,121,$9.60 ,Boston,54.1,"3,549",,"192,000",,,
2016,122,$9.50 ,Gwen Stefani,50.9,"6,666",,"339,286",,,
2016,123,$9.50 ,Tedeschi Trucks Band,53.14,"3,373",,"179,245",,,
2016,124,$9.40 ,Jim Gaffigan,46.21,"4,422",,"204,348",,,
2016,125,$9.30 ,Darius Rucker,30.88,"8,858",,"273,529",,,
2016,126,$9.20 ,Lionel Richie,118.93,"9,658",,"1,148,656",,,
2016,127,$9.20 ,Ron White,53.18,"2,004",,"106,581",,,
2016,128,$9.20 ,Banda MS,50.32,"9,623",,"484,211",,,
2016,129,$9.10 ,Counting Crows / Rob Thomas,39.47,"5,912",,"233,333",,,
2016,130,$9.00 ,Marco Antonio Solis,72.45,"12,422",,"900,000",,,
2016,131,$9.00 ,Louis C.K.,45.95,"4,353",,"200,000",,,
2016,132,$8.90 ,Reba / Brooks & Dunn,129.31,"3,273",,"423,177",,,
2016,133,$8.80 ,G-Eazy / Logic,29.59,"11,379",,"336,745",,,
2016,134,$8.80 ,Florence + The Machine,47.84,"12,195",,"583,406",,,
2016,135,$8.80 ,Rascal Flatts,66.88,"2,483",,"166,038",,,
2016,136,$8.60 ,“Winter Jam” / For King & Country,14.99,"11,942",,"179,059",,,
2016,137,$8.50 ,Mannheim Steamroller,57.94,"1,956",,"113,333",,,
2016,138,$8.50 ,Alejandro Fernández,61.02,"13,930",,"850,000",,,
2016,139,$8.30 ,Chayanne,85.32,"10,809",,"922,154",,,
2016,140,$8.20 ,Hillsong United,32.95,"7,350",,"242,158",,,
2016,141,$8.20 ,“Peppa Pig Live”,37.86,"2,168",,"82,055",,,
2016,142,$8.20 ,Disturbed / Breaking Benjamin,33.56,"10,614",,"356,165",,,
2016,143,$8.20 ,Juan Gabriel,101.65,"6,205",,"630,769",,,
2016,144,$8.10 ,Modest Mouse / Brand New,38.92,"8,672",,"337,500",,,
2016,145,$8.10 ,Steve Miller Band,59.46,"2,433",,"144,643",,,
2016,146,$8.00 ,Brian Wilson,69.4,"2,175",,"150,943",,,
2016,147,$7.90 ,Il Divo,71.39,"2,524",,"180,202",,,
2016,148,$7.90 ,Joe Walsh / Bad Company,45.77,"6,904",,"316,000",,,
2016,149,$7.80 ,Don Henley,80.36,"4,412",,"354,545",,,
2016,150,$7.70 ,Pepe Aguilar,69.12,"3,276",,"226,471",,,
2016,151,$7.50 ,Rob Zombie / Korn,27.22,"10,597",,"288,462",,,
2016,152,$7.50 ,Donny & Marie Osmond,87.63,594,,"52,083",,,
2016,153,$7.40 ,ThePianoGuys,57.16,"2,814",,"160,870",,,
2016,154,$7.30 ,Ringo Starr & His All Starr Band,88.89,"2,566",,"228,125",,,
2016,155,$7.30 ,Ray LaMontagne,47.35,"3,426",,"162,222",,,
2016,156,$7.30 ,Bryan Adams,46.95,"3,455",,"162,222",,,
2016,157,$7.20 ,Sin Bandera,41.85,"9,558",,"400,000",,,
2016,158,$7.20 ,“Dancing With The Stars”,57.84,"2,895",,"167,442",,,
2016,159,$7.10 ,“Weird Al” Yankovic,47.03,"1,887",,"88,750",,,
2016,160,$7.00 ,The Tenderloins,53.34,"3,547",,"189,189",,,
2016,161,$6.90 ,Alejandro Sanz,48.71,"9,444",,"460,000",,,
2016,162,$6.80 ,Kevin Hart,82.29,"6,886",,"566,667",,,
2016,163,$6.70 ,Prince,180.17,"7,437",,"1,340,000",,,
2016,164,$6.70 ,Flight Of The Conchords,45.99,"4,553",,"209,375",,,
2016,165,$6.60 ,Tony Bennett,79.62,"2,072",,"165,000",,,
2016,166,$6.60 ,Frankie Valli And The Four Seasons,71.52,"1,741",,"124,528",,,
2016,167,$6.60 ,Toby Keith,51.7,"4,255",,"220,000",,,
2016,168,$6.50 ,Johnny Reid,49.4,"3,657",,"180,661",,,
2016,169,$6.50 ,Roger Waters,54.4,"59,297",,"3,225,959",,,
2016,170,$6.50 ,Nicky Jam,75.52,"3,443",,"260,000",,,
2016,171,$6.50 ,Kristin Chenoweth,85.02,"1,960",,"166,667",,,
2016,172,$6.40 ,Needtobreathe,35.18,"3,032",,"106,667",,,
2016,173,$6.20 ,John Fogerty,81.15,"4,494",,"364,706",,,
2016,174,$6.20 ,Culture Club,65.33,"1,438",,"93,939",,,
2016,175,$6.10 ,Dan and Phil,57.75,"2,716",,"156,882",,,
2016,176,$6.10 ,OV7 / Kabah,30.47,"8,319",,"253,493",,,
2016,177,$6.10 ,Shawn Mendes,38.96,"5,761",,"224,452",,,
2016,178,$6.10 ,Meghan Trainor,42.11,"6,036",,"254,167",,,
2016,179,$6.10 ,Casting Crowns,33.47,"3,142",,"105,172",,,
2016,180,$6.00 ,Alabama Shakes,45.63,"5,717",,"260,870",,,
2016,181,$5.90 ,Il Volo,61.13,"2,558",,"156,351",,,
2016,182,$5.90 ,“Outcry Tour” / Hillsong Worship,32.08,"6,300",,"202,110",,,
2016,183,$5.90 ,Flume,38.68,"5,448",,"210,714",,,
2016,184,$5.90 ,Diana Ross,78.31,"1,983",,"155,263",,,
2016,185,$5.90 ,Steve Martin / Martin Short,98.28,"3,160",,"310,526",,,
2016,186,$5.80 ,The Moody Blues,72.58,"2,289",,"166,135",,,
2016,187,$5.80 ,“Wild Kratts - Live!”,41.53,"3,675",,"152,632",,,
2016,188,$5.80 ,Hedley,47.16,"4,385",,"206,801",,,
2016,189,$5.80 ,“Hits Deep Tour” / TobyMac,28.13,"7,060",,"198,572",,,
2016,190,$5.70 ,Radiohead,70.47,"27,187",,"1,915,921",,,
2016,191,$5.70 ,Alton Brown,63.16,"1,920",,"121,277",,,
2016,192,$5.60 ,Harry Connick Jr.,81.54,"2,532",,"206,459",,,
2016,193,$5.60 ,John Mellencamp,84.8,"2,130",,"180,645",,,
2016,194,$5.40 ,Temple Of The Dog,87.92,"12,333",,"1,084,356",,,
2016,195,$5.40 ,Maks & Val,60.1,"1,947",,"116,997",,,
2016,196,$5.20 ,Yusuf / Cat Stevens,194.22,"2,999",,"582,369",,,
2016,197,$5.20 ,   Rain - A Tribute To The Beatles ,52.63,"2,411",,"126,879",,,
2016,198,$5.20 ,Barenaked Ladies,39.93,"3,617",,"144,444",,,
2016,199,$5.10 ,Fifth Harmony,40.32,"3,920",,"158,051",,,
2016,200,$5.10 ,Above & Beyond,61.92,"4,576",,"283,333",,,
2015,1,$199.40 ,Taylor Swift,111.54,43600,1787597,4863210,41,62,Messina Touring Group
2015,2,$116.40 ,Kenny Chesney,85.37,24343,1363190,2078212,56,59,Dale Morris & Associates
2015,3,$114.90 ,Garth Brooks,64.47,77488,1782224,4995652,23,120,Bob Doyle & Associates
2015,4,$109.70 ,The Rolling Stones,174.5,44910,628733,7836716,14,14,AEG Live
2015,5,$82.20 ,Kevin Hart,73,10331,1126027,754128,109,137,APA
2015,6,$76.20 ,U2,117.1,65058,650582,7618638,10,36,Live Nation Global Touring
2015,7,$72.30 ,One Direction,79.82,39372,905546,3142728,23,24,Creative Artists Agency
2015,8,$71.50 ,Luke Bryan,55.48,23866,1288752,1324074,54,72,WME
2015,9,$69.90 ,Billy Joel,106.47,36473,656522,3883333,18,29,Artist Group International
2015,10,$69.00 ,Shania Twain,98.13,10818,703148,1061538,65,69,Creative Artists Agency
2015,11,$67.30 ,Fleetwood Mac,125.36,13094,536853,1641463,41,42,Creative Artists Agency
2015,12,$58.00 ,Juan Gabriel,100.71,10284,575911,1035714,56,72,God Is Music SA de CV
2015,13,$53.80 ,AC/DC,90.43,42464,594500,3839923,14,14,Creative Artists Agency
2015,14,$52.20 ,Grateful Dead - “Fare Thee Well”,144.32,180967,361933,26116207,2,5,Peter Shapiro
2015,15,$47.80 ,Trans-Siberian Orchestra,57.19,13709,836258,783969,61,102,WME
2015,16,$45.20 ,Zac Brown Band,52.69,18662,858458,983238,46,52,Creative Artists Agency
2015,17,$44.50 ,Cirque du Soleil - “Kurios”,87.82,16364,507281,1437076,31,274,Cirque du Soleil
2015,18,$44.00 ,Maroon 5,84.22,16853,522441,1419355,31,34,Creative Artists Agency
2015,19,$43.70 ,Madonna,142.5,15333,306666,2185000,20,24,Solo Agency
2015,20,$43.50 ,Elton John,123.26,16805,352912,2071429,21,53,The Howard Rose Agency
2015,21,$42.70 ,Chris Brown,60.45,11773,706368,711667,60,61,ICM Partners
2015,22,$41.10 ,Dave Matthews Band,58.03,17701,708054,1027253,40,48,Paradigm Talent Agency
2015,23,$40.50 ,Def Leppard,52.64,10833,769170,570322,71,71,Artist Group International
2015,24,$40.10 ,Foo Fighters,58.34,21645,692642,1262708,32,37,WME
2015,25,$39.10 ,Ed Sheeran,57.87,15014,675652,868889,45,49,Paradigm Talent Agency
2015,26,$37.80 ,Rush,85.41,13010,442337,1111182,34,35,Ar tist Group International / The Feldman Agency
2015,27,$37.70 ,Neil Diamond,109.84,10101,343439,1109537,34,36,WME
2015,28,$36.60 ,Cirque du Soleil - “Varekai”,60.5,18313,604338,1107976,33,239,Cirque du Soleil
2015,29,$34.50 ,Jason Aldean,48.52,12946,712015,628115,55,58,WME
2015,30,$30.00 ,Eagles,126.42,9888,237304,1250000,24,24,Creative Artists Agency
2015,31,$29.50 ,Florida Georgia Line,41.37,13205,713077,546296,54,54,WME
2015,32,$28.60 ,Ariana Grande,49.41,9989,579354,493588,58,60,Creative Artists Agency
2015,33,$28.20 ,Bette Midler,126.25,9299,223168,1173915,24,26,Creative Artists Agency
2015,34,$28.10 ,Stevie Wonder,92.45,8940,303948,826471,34,34,Creative Artists Agency
2015,35,$26.50 ,Chayanne,87.04,8699,304457,757143,35,44,Chaf Enterprises
2015,36,$26.40 ,Phish,71.53,21701,368921,1552303,17,25,Paradigm Talent Agency
2015,37,$26.10 ,Britney Spears,136.83,3181,190847,435211,1,60,Creative Artists Agency
2015,38,$26.00 ,New Kids On The Block,60.32,10302,432692,621429,42,47,Creative Artists Agency
2015,39,$26.00 ,Mötley Crüe,71.47,6737,363789,481481,54,57,Artist Group International
2015,40,$25.50 ,Van Halen,69.05,10459,376538,722222,36,39,Azoffmusic Management
2015,41,$25.00 ,Imagine Dragons,52.99,9911,475740,525208,48,48,Paradigm Talent Agency
2015,42,$24.30 ,Eric Church,46.77,11136,534530,520833,48,49,WME
2015,43,$23.30 ,The Weeknd,76.39,15905,318104,1215000,20,23,WME
2015,44,$23.20 ,Romeo Santos,77.71,13036,299832,1013043,23,27,Angelo Medina Group
2015,45,$23.00 ,Lady Antebellum,38.96,11466,596245,446737,52,52,Creative Artists Agency
2015,46,$22.60 ,Bob Seger & The Silver Bullet Band,87.34,9753,263338,851852,27,27,ICM Partners
2015,47,$22.00 ,Celine Dion,163.44,4321,138277,706250,1,32,ICM Partners
2015,48,$22.00 ,Brad Paisley,37.67,11231,584019,423077,52,53,WME
2015,49,$21.00 ,Charlie Wilson,71.5,6682,307362,477725,46,47,ICM Partners
2015,50,$20.90 ,5 Seconds Of Summer,45.19,14069,464280,635780,33,35,Creative Artists Agency
2015,51,$20.60 ,Cirque du Soleil - “Corteo”,79.5,17531,262959,1393683,15,128,Cirque du Soleil
2015,52,$20.00 ,Dead & Company,87.86,14655,234476,1287500,16,21,Paradigm Talent Agency
2015,53,$19.90 ,Miranda Lambert,56.42,8244,354484,465116,43,43,WME
2015,54,$19.50 ,Jerry Seinfeld,86.63,3961,229712,343103,58,87,ICM Partners
2015,55,$19.10 ,Maná,83.41,12988,233784,1083333,18,22,Angelo Medina Group
2015,56,$18.70 ,Paul McCartney,161.77,14722,117774,2381556,8,8,MPL Communications
2015,57,$18.70 ,Rascal Flatts,36.32,12558,514867,456098,41,47,WME
2015,58,$18.20 ,Ricardo Arjona,80.69,7476,231751,603226,31,34,Fenix Entertainment Group
2015,59,$17.90 ,Fall Out Boy / Wiz Khalifa,34.52,12873,527812,444389,41,41,Creative Artists Agency
2015,60,$17.70 ,Jimmy Buffett,93.05,7695,192369,716000,25,25,The Howard Rose Agency
2015,61,$17.40 ,J. Cole,34.87,10150,507499,353899,50,50,ICM Partners
2015,62,$17.20 ,Barry Manilow,72.98,8219,238342,599785,29,33,WME
2015,63,$17.00 ,Luis Miguel,77.56,10100,222210,783370,22,34,WME
2015,64,$16.80 ,Sam Smith,59.67,9497,284900,566667,30,32,WME
2015,65,$16.70 ,“Vans Warped Tour”,39.26,10440,428026,409906,41,41,Creative Artists Agency
2015,66,$15.70 ,Andrea Bocelli,202.95,8229,82286,1670000,41,41,Pentagon Music Management
2015,67,$15.60 ,Toby Keith,40.53,13317,386189,539738,29,30,Paradigm
2015,68,$15.50 ,Journey,70.41,7640,221559,537931,29,36,Creative Artists Agency
2015,69,$15.40 ,Jeff Dunham,76.65,5322,202217,407895,38,152,United Talent Agency
2015,70,$15.30 ,Marco Antonio Solis,95.94,4586,160516,440000,35,36,Villalobos Enterprises
2015,71,$15.20 ,Tony Bennett & Lady Gaga,86.8,8813,176267,765000,20,27,Creative Artists Agency
2015,72,$15.20 ,John Mellencamp,90.08,2377,168738,214085,71,80,Creative Artists Agency
2015,73,$15.00 ,Bryan Adams,57.27,5417,265409,310204,49,51,Patriot Artists Agency
2015,74,$14.90 ,Janet Jackson,83.64,6642,179340,555556,27,33,WME
2015,75,$14.80 ,Gabriel Iglesias,60.74,3360,245307,204110,73,93,Creative Artists Agency
2015,76,$14.60 ,Cirque du Soleil - “Amaluna”,85.37,19289,173600,1646707,9,79,Cirque du Soleil
2015,77,$14.50 ,Marc Anthony,100.21,14559,145588,1459005,10,14,Cardenas Marketing Network
2015,78,$14.50 ,Enrique Iglesias / Pitbull,85.88,12988,168840,1115385,13,14,Creative Artists Agency
2015,79,$14.30 ,The Who,96.88,7877,149669,763158,19,19,International Talent Booking
2015,80,$14.00 ,Alejandro Fernández,76.45,6928,187050,529630,27,39,Star Productions
2015,81,$14.00 ,Train,31.86,9553,439422,304348,46,46,Creative Artists Agency
2015,82,$14.00 ,Darius Rucker,31.37,8926,446286,280000,50,50,Creative Artists Agency
2015,83,$13.90 ,Ricky Martin,67.54,6909,207284,466667,30,34,Creative Artists Agency
2015,84,$13.90 ,Willie Nelson,64.16,3051,216645,195775,71,80,Creative Artists Agency
2015,85,$13.80 ,Mumford & Sons,59.48,21245,233691,1263636,11,13,The Billions Corporation
2015,86,$13.80 ,“Dancing With The Stars”,56.98,2633,242190,150000,92,100,ICM Partners
2015,87,$13.60 ,Marc Anthony / Carlos Vives,106.33,9980,129742,1061201,13,14,Cardenas Marketing Network / Ariel Rivas Ent.
2015,88,$13.30 ,Aerosmith,123.79,6866,109863,850000,16,16,Paradigm
2015,89,$13.10 ,"Chicago / Earth, Wind & Fire",47.65,10752,279544,512321,26,26,Creative Artists Agency
2015,90,$13.10 ,Nicki Minaj,45,14532,290631,653854,20,20,Maverick
2015,91,$12.90 ,Theresa Caputo,61.13,3015,211025,184286,70,70,Super Artists
2015,92,$12.80 ,The Tragically Hip,58.61,5079,218392,297674,43,46,United Talent Agency / The Feldman Agency
2015,93,$12.60 ,Blue Man Group,56.25,6595,224225,370959,34,113,Columbia Artists Management
2015,94,$12.60 ,Chris Tomlin,31.13,4997,404754,155556,81,81,Creative Artists Agency
2015,95,$12.50 ,Steely Dan,105.8,4220,118147,446429,28,41,Creative Artists Agency
2015,96,$11.90 ,Mariah Carey,139.16,3425,85634,476659,25,25,United Talent Agency
2015,97,$11.40 ,The Beach Boys,48.48,2556,235148,123913,92,99,ICM Partners
2015,98,$10.40 ,Katt Williams,62.8,5804,179936,364516,31,32,ICM Partners
2015,99,$10.30 ,“Gentlemen of the Road Stopovers”,90.53,28632,114528,2591957,4,8,Madison House
2015,100,$10.10 ,Diana Ross,102.13,3879,100851,396154,26,44,Creative Artists Agency
2015,101,$10.00 ,Merle Haggard,74.81,1776,,135008,,,
2015,102,$10.00 ,Cirque du Soleil - “Kooza”,74.43,8414,,626219,,,
2015,103,$9.90 ,Muse,58.61,15511,,909091,,,
2015,104,$9.80 ,Reba / Brooks & Dunn,132.99,4148,,551682,,,
2015,105,$9.70 ,Diana Krall,75.2,1650,,124051,,,
2015,106,$9.60 ,Kelly Clarkson,53.44,5855,,312903,,,
2015,107,$9.60 ,R. Kelly,86.32,3835,,331034,,,
2015,108,$9.50 ,Nickelback,57.45,6963,,400000,,,
2015,109,$9.50 ,Cirque Du Soleil - “Toruk”,65.5,24189,,1584321,,,
2015,110,$9.40 ,The Avett Brothers,49.33,3703,,182692,,,
2015,111,$9.00 ,James Taylor,74.47,6311,,470000,,,
2015,112,$9.00 ,Jim Gaffigan,51.1,4635,,236842,,,
2015,113,$8.80 ,Joe Bonamassa,106.64,1875,,200000,,,
2015,114,$8.80 ,Incubus / Deftones,36.2,10990,,397838,,,
2015,115,$8.60 ,Jackson Browne,63.68,2303,,146667,,,
2015,116,$8.60 ,Ron White,54.82,1878,,102964,,,
2015,117,$8.40 ,ZZ Top,62.58,2253,,140984,,,
2015,118,$8.40 ,Tedeschi Trucks Band,51.27,2482,,127273,,,
2015,119,$8.30 ,Neil Young / Lukas Nelson & Promise Of The Real,70.78,5934,,420000,,,
2015,120,$8.20 ,Santana,62.1,4773,,296429,,,
2015,121,$8.20 ,The Tenderloins,54.21,2795,,151553,,,
2015,122,$8.10 ,“Weird Al” Yankovic,45.58,2021,,92135,,,
2015,123,$8.00 ,Julion Alvarez,54.95,10548,,579676,,,
2015,124,$7.80 ,Mark Knopfler,83.26,2597,,216216,,,
