year,ranking,gross_Mil,name,avg_tick_price,avg_tick,total_tick,avg_gross,cities,shows,agency
2015,125,$7.80 ,Barenaked Ladies,44.23,2713,,120000,,,
2015,126,$7.80 ,Bigbang (Korea),123.48,15750,,1944706,,,
2015,127,$7.70 ,Widespread Panic,46.4,5423,,251613,,,
2015,128,$7.60 ,Dierks Bentley,35.02,7853,,275000,,,
2015,129,$7.60 ,Hozier,38.71,2975,,115152,,,
2015,130,$7.50 ,“Winter Jam” / Skillet,11.34,11947,,135513,,,
2015,131,$7.50 ,Alan Jackson,51.01,6393,,326087,,,
2015,132,$7.10 ,Heart,51.25,2695,,138130,,,
2015,133,$7.00 ,Daryl Hall & John Oates,68.03,2746,,186842,,,
2015,134,$7.00 ,Rodney Carrington,47.7,1550,,73911,,,
2015,135,$6.90 ,   Ringo Starr & His All Starr Band ,88.8,2543,,225806,,,
2015,136,$6.90 ,OV7/Kabah,42.14,8234,,346998,,,
2015,137,$6.90 ,Rod Stewart,104.01,9477,,985714,,,
2015,138,$6.90 ,Alabama Shakes,41.87,4120,,172500,,,
2015,139,$6.80 ,Alt-J,42.4,4173,,176923,,,
2015,140,$6.80 ,Sublime With Rome,29.69,4491,,133333,,,
2015,141,$6.70 ,   Florence + The Machine ,61.41,7909,,485714,,,
2015,142,$6.60 ,Donny & Marie Osmond,95.02,573,,54472,,,
2015,143,$6.60 ,Frankie Valli And The Four Seasons,68.02,3468,,235917,,,
2015,144,$6.50 ,Emmanuel / Manuel Mijares,58.86,6576,,387009,,,
2015,145,$6.50 ,Enrique Iglesias,78.8,8249,,650000,,,
2015,146,$6.40 ,Gladys Knight,60.9,2946,,179408,,,
2015,147,$6.30 ,   TobyMac ,26.05,4893,,127483,,,
2015,148,$6.20 ,Little Big Town,40.33,3124,,126000,,,
2015,149,$6.20 ,Daddy Yankee,61.83,16760,,1036300,,,
2015,150,$6.10 ,Boston,55.14,3039,,167568,,,
2015,151,$6.00 ,Eric Clapton,205.62,14825,,3048310,,,
2015,152,$6.00 ,Bob Dylan,84.53,2448,,206897,,,
2015,153,$6.00 ,Shinedown/Breaking Benjamin,41.77,5738,,239670,,,
2015,154,$6.00 ,Scorpions,63.13,5851,,369391,,,
2015,155,$6.00 ,Idina Menzel,72.93,2057,,150000,,,
2015,156,$6.00 ,Lana Del Rey,50.44,7435,,375000,,,
2015,157,$5.90 ,“Life In Color”,48.44,2212,,107143,,,
2015,158,$5.90 ,Barry Humphries “Dame Edna”,66.19,14877,,984738,,,
2015,159,$5.90 ,Bill O’Reilly / Dennis Miller,120.41,3500,,421429,,,
2015,160,$5.80 ,Zedd,41.82,4275,,178788,,,
2015,161,$5.80 ,Miguel Bosé,56.14,4492,,252174,,,
2015,162,$5.70 ,Counting Crows,51.12,2182,,111538,,,
2015,163,$5.60 ,Harry Connick Jr.,84.11,2262,,190275,,,
2015,164,$5.60 ,My Morning Jacket,43.54,3213,,139899,,,
2015,165,$5.60 ,Rob Thomas,68.03,1524,,103704,,,
2015,166,$5.50 ,Death Cab For Cutie,42.05,3415,,143590,,,
2015,167,$5.40 ,Keith Sweat,59.99,2778,,166667,,,
2015,168,$5.40 ,Drake,90.22,9976,,900000,,,
2015,169,$5.30 ,Steve Miller Band,53.32,2155,,114894,,,
2015,170,$5.30 ,Celtic Woman,60.55,2098,,127005,,,
2015,171,$5.30 ,The Decemberists,39.01,2949,,115041,,,
2015,172,$5.20 ,Amy Schumer,67.09,3591,,240909,,,
2015,173,$5.10 ,Rain - A Tribute To The Beatles,52.07,2226,,115893,,,
2015,174,$5.10 ,Sufjan Stevens,39.67,2472,,98077,,,
2015,175,$5.00 ,Above & Beyond,42.25,3449,,145714,,,
2015,176,$5.00 ,“Mythbusters”,53.57,1951,,104509,,,
2015,177,$5.00 ,Doobie Brothers,47.61,2442,,116279,,,
2015,178,$5.00 ,Brit Floyd,41.67,1276,,53191,,,
2015,179,$5.00 ,Gloria Trevi,41.86,5193,,217391,,,
2015,180,$4.90 ,Casting Crowns,30.32,2660,,80645,,,
2015,181,$4.90 ,“Move Live On Tour”,56.13,3511,,197077,,,
2015,182,$4.80 ,Straight No Chaser,43.95,1487,,65333,,,
2015,183,$4.80 ,Lyle Lovett,57.88,1152,,66667,,,
2015,184,$4.80 ,Slipknot,35.72,3125,,111628,,,
2015,185,$4.70 ,Orquesta Buena Vista Social Club,47.91,2973,,142424,,,
2015,186,$4.70 ,Five Finger Death Punch / Papa Roach,39.42,4586,,180769,,,
2015,187,$4.70 ,Brandi Carlile,40.59,1868,,75806,,,
2015,188,$4.60 ,Jill Scott,72.65,1848,,134286,,,
2015,189,$4.60 ,A.R. Rahman,86.94,4070,,353846,,,
2015,190,$4.60 ,Of Monsters And Men,38.31,3532,,135294,,,
2015,191,$4.60 ,Bill Maher ,66.2,1511,,100000,,,
2015,192,$4.60 ,Bill Burr,43.08,3051,,131429,,,
2015,193,$4.50 ,Twenty One Pilots ,38,3404,,129338,,,
2015,194,$4.50 ,David Gray / Amos Lee,51.05,4198,,214286,,,
2015,195,$4.50 ,Slightly Stoopid,30.94,3030,,93750,,,
2015,196,$4.50 ,Pepe Aguilar,58.98,3317,,195652,,,
2015,197,$4.40 ,    Justin Timberlake ,178.9,12400,,2218227,,,
2015,198,$4.40 ,“Outcry Tour” / Hillsong United,33.33,10911,,363620,,,
2015,199,$4.40 ,Billy Idol,55.59,2062,,114638,,,
2015,200,$4.40 ,Duran Duran,77.04,6346,,488889,,,
